ACC100000,63555.86
ACC100001,73016.32
ACC100002,96640.81
ACC100003,72206.73
ACC100004,94055.25
ACC100005,51692.80
ACC100006,51815.43
ACC100007,62724.52
ACC100008,53457.04
ACC100009,82671.53
ACC100010,87443.44
ACC100011,51763.16
ACC100012,83121.12
ACC100013,58185.86
ACC100014,63166.55
ACC100015,97310.87
ACC100016,69024.31
ACC100017,73816.87
ACC100018,62353.82
ACC100019,69505.30
ACC100020,99369.43
ACC100021,88142.10
ACC100022,69167.00
ACC100023,80798.61
ACC100024,87713.65
ACC100025,90134.22
ACC100026,55575.31
ACC100027,99694.98
ACC100028,86017.84
ACC100029,93972.47
ACC100030,71547.95
ACC100031,83957.62
ACC100032,52456.17
ACC100033,53018.32
ACC100034,104302.69
ACC100035,75830.46
ACC100036,82549.37
ACC100037,68958.62
ACC100038,92508.95
ACC100039,63515.82
ACC100040,85661.70
ACC100041,72098.61
ACC100042,56742.14
ACC100043,99921.92
ACC100044,86611.71
ACC100045,54976.01
ACC100046,96587.83
ACC100047,101857.96
ACC100048,72789.90
ACC100049,62858.20
ACC100050,78846.24
ACC100051,72347.41
ACC100052,73106.92
ACC100053,81740.46
ACC100054,82766.84
ACC100055,55340.47
ACC100056,88884.32
ACC100057,76503.43
ACC100058,84548.11
ACC100059,93444.94
ACC100060,63199.68
ACC100061,77141.83
ACC100062,84400.15
ACC100063,74335.96
ACC100064,62711.43
ACC100065,63864.27
ACC100066,84726.98
ACC100067,74721.86
ACC100068,85969.56
ACC100069,74278.96
ACC100070,68229.44
ACC100071,89411.57
ACC100072,56741.74
ACC100073,49817.84
ACC100074,77103.36
ACC100075,84370.54
ACC100076,86872.41
ACC100077,64286.13
ACC100078,90375.81
ACC100079,79957.96
ACC100080,90096.75
ACC100081,89858.24
ACC100082,84052.65
ACC100083,92242.69
ACC100084,82689.82
ACC100085,63708.48
ACC100086,66073.90
ACC100087,53344.74
ACC100088,95755.92
ACC100089,99761.51
ACC100090,69679.28
ACC100091,72319.96
ACC100092,92267.24
ACC100093,71509.76
ACC100094,99325.91
ACC100095,51048.05
ACC100096,58890.05
ACC100097,83187.57
ACC100098,83409.84
ACC100099,94809.31
ACC100100,53856.44
ACC100101,65907.91
ACC100102,73715.90
ACC100103,64246.34
ACC100104,98818.21
ACC100105,69612.10
ACC100106,96815.89
ACC100107,90358.94
ACC100108,60505.45
ACC100109,68784.56
ACC100110,55772.07
ACC100111,52904.87
ACC100112,54162.45
ACC100113,76388.95
ACC100114,100358.42
ACC100115,60864.40
ACC100116,54004.18
ACC100117,68092.73
ACC100118,72764.54
ACC100119,66628.29
ACC100120,62113.57
ACC100121,74626.38
ACC100122,99229.74
ACC100123,83096.78
ACC100124,84179.03
ACC100125,64859.48
ACC100126,102798.27
ACC100127,53233.38
ACC100128,78429.02
ACC100129,87534.94
ACC100130,75257.58
ACC100131,51334.31
ACC100132,74349.33
ACC100133,62077.74
ACC100134,93350.47
ACC100135,69388.51
ACC100136,88026.98
ACC100137,78297.54
ACC100138,79388.77
ACC100139,90290.43
ACC100140,72567.13
ACC100141,102131.81
ACC100142,81043.93
ACC100143,91443.99
ACC100144,92317.73
ACC100145,92322.88
ACC100146,81995.68
ACC100147,77331.34
ACC100148,68182.50
ACC100149,100419.51
ACC100150,60550.28
ACC100151,62153.93
ACC100152,78024.78
ACC100153,62838.82
ACC100154,58758.07
ACC100155,67607.64
ACC100156,95434.75
ACC100157,96647.23
ACC100158,87059.94
ACC100159,77526.61
ACC100160,96994.52
ACC100161,87099.93
ACC100162,104544.80
ACC100163,50823.84
ACC100164,85064.67
ACC100165,52927.97
ACC100166,78453.57
ACC100167,69164.40
ACC100168,85329.43
ACC100169,82670.46
ACC100170,90956.40
ACC100171,62470.54
ACC100172,95786.17
ACC100173,72480.31
ACC100174,63384.94
ACC100175,65065.94
ACC100176,82996.79
ACC100177,95095.21
ACC100178,97252.77
ACC100179,94403.12
ACC100180,76998.27
ACC100181,88329.09
ACC100182,64230.24
ACC100183,99215.59
ACC100184,69736.30
ACC100185,79774.65
ACC100186,58917.05
ACC100187,70374.08
ACC100188,91028.60
ACC100189,52105.50
ACC100190,93997.99
ACC100191,67925.10
ACC100192,78486.78
ACC100193,97542.62
ACC100194,68070.13
ACC100195,92967.58
ACC100196,60345.33
ACC100197,90431.16
ACC100198,67102.19
ACC100199,94294.10
ACC100200,67994.52
ACC100201,79635.21
ACC100202,62973.58
ACC100203,80770.45
ACC100204,73591.40
ACC100205,90410.34
ACC100206,64272.13
ACC100207,80822.96
ACC100208,87548.27
ACC100209,78635.27
ACC100210,85572.11
ACC100211,58698.21
ACC100212,69958.43
ACC100213,89541.34
ACC100214,84880.87
ACC100215,90162.93
ACC100216,82595.18
ACC100217,76198.45
ACC100218,88575.45
ACC100219,87202.97
ACC100220,51839.07
ACC100221,74627.34
ACC100222,87847.30
ACC100223,89902.24
ACC100224,53365.05
ACC100225,50548.14
ACC100226,64609.65
ACC100227,81550.89
ACC100228,108823.62
ACC100229,56434.13
ACC100230,95820.25
ACC100231,59470.41
ACC100232,87644.22
ACC100233,68716.00
ACC100234,74538.54
ACC100235,99794.66
ACC100236,64394.93
ACC100237,75700.89
ACC100238,58364.61
ACC100239,83458.69
ACC100240,55346.43
ACC100241,93354.88
ACC100242,76929.08
ACC100243,57859.46
ACC100244,96692.61
ACC100245,75010.88
ACC100246,93898.55
ACC100247,99904.25
ACC100248,66173.01
ACC100249,64203.49
ACC100250,99352.55
ACC100251,61620.17
ACC100252,85059.33
ACC100253,54842.12
ACC100254,66945.52
ACC100255,99241.68
ACC100256,84917.37
ACC100257,64861.34
ACC100258,83856.32
ACC100259,60112.08
ACC100260,60440.31
ACC100261,54391.02
ACC100262,54193.38
ACC100263,69470.10
ACC100264,63836.93
ACC100265,92506.13
ACC100266,83399.19
ACC100267,71169.17
ACC100268,64660.71
ACC100269,91856.64
ACC100270,79906.90
ACC100271,53058.79
ACC100272,56872.13
ACC100273,62391.58
ACC100274,66535.52
ACC100275,90470.01
ACC100276,99836.59
ACC100277,77113.51
ACC100278,92562.81
ACC100279,96221.05
ACC100280,75896.28
ACC100281,55398.26
ACC100282,85111.00
ACC100283,96286.67
ACC100284,50436.18
ACC100285,92031.70
ACC100286,68343.95
ACC100287,65211.29
ACC100288,84103.78
ACC100289,54342.19
ACC100290,70468.29
ACC100291,81314.06
ACC100292,64594.04
ACC100293,76501.05
ACC100294,84996.11
ACC100295,95274.99
ACC100296,63650.20
ACC100297,70179.76
ACC100298,59784.41
ACC100299,88547.86
ACC100300,53788.94
ACC100301,87794.73
ACC100302,60718.72
ACC100303,98427.78
ACC100304,84062.45
ACC100305,89139.16
ACC100306,79926.00
ACC100307,71949.08
ACC100308,55018.62
ACC100309,69352.50
ACC100310,94049.75
ACC100311,75790.44
ACC100312,74341.71
ACC100313,72205.63
ACC100314,79688.66
ACC100315,79023.42
ACC100316,58751.93
ACC100317,90539.84
ACC100318,61300.55
ACC100319,79924.60
ACC100320,60894.50
ACC100321,85633.02
ACC100322,71976.61
ACC100323,87862.29
ACC100324,67368.59
ACC100325,81861.57
ACC100326,61243.03
ACC100327,81072.98
ACC100328,102973.23
ACC100329,62094.36
ACC100330,87909.41
ACC100331,106782.58
ACC100332,88833.86
ACC100333,82675.10
ACC100334,53999.04
ACC100335,78072.78
ACC100336,54044.44
ACC100337,67542.24
ACC100338,55246.07
ACC100339,88990.81
ACC100340,84140.50
ACC100341,91212.39
ACC100342,62390.04
ACC100343,89596.87
ACC100344,53146.80
ACC100345,57942.45
ACC100346,102464.88
ACC100347,66768.75
ACC100348,80412.76
ACC100349,97577.66
ACC100350,74486.87
